,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,predictedBO
2373,"Jason Segel, Ed Helms, Susan Sarandon, Judy Greer",1 nomination.,4244155.0,USA,19 Jun 2012,"Jay Duplass, Mark Duplass","[Comedy, Drama]",English,60.0,"Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNzQ0MjY5Ml5BMl5BanBnXkFtZTcwNDgyNzkyNw@@._V1_SX300.jpg,Paramount Vantage,R,11 May 2012,True,83.0,"Jeff, Who Lives at Home",movie,http://www.JeffWhoLivesAtHome.com,"Jay Duplass, Mark Duplass",2011,58f85d9c0d39b85b3820848e,Comedy|Drama,tt1588334,1588334,6.5,"56,460",93512,0.025,82532.0,"Sweet, funny, and flawed, Jeff, Who Lives at Home finds the Duplass brothers moving into the mainstream with their signature quirky charm intact.",103,certified,78.0,6.7,132,29,http://www.rottentomatoes.com/m/jeff_who_lives_at_home/,62.0,3.4,44754,4291965.0
2374,"Rebecca Hall, Dominic West, Imelda Staunton, Isaac Hempstead Wright",4 wins &amp; 2 nominations.,175088.0,UK,29 Jan 2013,Nick Murphy,"[Horror, Thriller]","English, French",53.0,"In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzk0ODc1NDMxOV5BMl5BanBnXkFtZTcwNTAzMzgwOA@@._V1_SX300.jpg,Cohen Media Group,R,11 Nov 2011,True,107.0,The Awakening,movie,http://cohenmedia.net/coming-soon/the-awakening/,"Stephen Volk (screenplay), Nick Murphy (screenplay)",2011,58f85d9c0d39b85b3820848c,Horror|Thriller,tt1687901,1687901,6.5,"47,563",93475,0.333333333333,77949.0,"The Awakening never quite quickens the pulse the way it should, yet it remains a well-acted and handsomely assembled example of an old-fashioned supernatural thriller.",40,fresh,61.0,5.7,66,26,http://www.rottentomatoes.com/m/the_awakening_2011/,51.0,3.3,16584,1010010.0
2375,"Ja'Meya Jackson, Kelby Johnson, Lona Johnson, Bob Johnson",8 wins &amp; 21 nominations.,44667095.0,USA,12 Feb 2013,Lee Hirsch,[Documentary],English,74.0,A documentary on peer-to-peer bullying in schools across America.,,The Weinstein Co.,PG-13,27 Apr 2012,True,98.0,Bully,movie,http://thebullyproject.com,"Cynthia Lowen, Lee Hirsch",2011,58f85d9c0d39b85b38208490,Documentary,tt1682181,1682181,7.4,"8,924",94130,0.266666666667,84404.0,"Hard-hitting and gracefully filmed, Bully powerfully delivers an essential message to an audience that may not be able to see it.",108,certified,84.0,7.1,128,20,http://www.rottentomatoes.com/m/bully_2012/,78.0,3.9,42118,4700000.0
2376,"Amr Waked, Emily Blunt, Catherine Steadman, Tom Mison",Nominated for 3 Golden Globes. Another 3 nominations.,4700000.0,UK,17 Jul 2012,Lasse Hallström,"[Comedy, Drama, Romance]","English, Arabic, Mandarin",58.0,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzA2NTU5MF5BMl5BanBnXkFtZTcwMjI0MDI0Nw@@._V1_SX300.jpg,CBS Films,PG-13,20 Apr 2012,True,107.0,Salmon Fishing in the Yemen,movie,http://www.fishingintheyemen.com,"Simon Beaufoy, Paul Torday (novel)",2011,58f85d9c0d39b85b3820848f,Comedy|Drama|Romance,tt1441952,1441952,6.8,"52,505",93740,0.108333333333,81025.0,"Quirky and a little reserved, Salmon Fishing in the Yemen is nonetheless a charming little romantic drama sold by some strong central performances.",94,fresh,67.0,6.2,140,46,http://www.rottentomatoes.com/m/salmon_fishing_in_the_yemen/,64.0,3.5,47851,46018564.4286
2377,"Judi Dench, Tom Wilkinson, Patrick Pearson, Hugh Dickson",Nominated for 2 Golden Globes. Another 4 wins &amp; 19 nominations.,46377022.0,"UK, USA, United Arab Emirates",18 Sep 2012,John Madden,"[Comedy, Drama]","English, Hindi",62.0,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNjkwMDI2NV5BMl5BanBnXkFtZTcwNDc1ODIyNw@@._V1_SX300.jpg,20th Century Fox,PG-13,25 May 2012,True,124.0,The Best Exotic Marigold Hotel,movie,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,"Ol Parker (screenplay), Deborah Moggach (novel)",2011,58f85d9c0d39b85b38208491,Comedy|Drama,tt1412386,1412386,7.3,"76,078",94070,0.57,74534.0,"The Best Exotic Marigold Hotel isn't groundbreaking storytelling, but it's a sweet story about the senior set featuring a top-notch cast of veteran actors.",116,certified,78.0,6.6,149,33,http://www.rottentomatoes.com/m/the_best_exotic_marigold_hotel_2012/,79.0,3.8,71844,44566004.0
2378,"Hugh Dancy, Maggie Gyllenhaal, Jonathan Pryce, Felicity Jones",2 nominations.,1700000.0,"UK, France, Germany, Switzerland, Luxembourg",18 Sep 2012,Tanya Wexler,"[Comedy, Romance]",English,53.0,The truth of how Mortimer Granville devised the invention of the first vibrator in the name of medical science.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NDExNjcwMV5BMl5BanBnXkFtZTcwOTU4Mzg2Nw@@._V1_SX300.jpg,Sony Pictures Classics,R,14 Dec 2011,True,100.0,Hysteria,movie,http://www.facebook.com/Hysteriamovie,"Stephen Dyer (story), Jonah Lisa Dyer (story), Stephen Dyer (screenplay), Jonah Lisa Dyer (screenplay), Howard Gensler (original story)",2011,58f85d9c0d39b85b38208492,Comedy|Romance,tt1435513,1435513,6.7,"25,871",94150,0.177777777778,75802.0,"Hysteria has an amusing subject but its winking, vaguely sarcastic tone doesn't do the movie any favors.",69,rotten,57.0,5.8,121,52,http://www.rottentomatoes.com/m/hysteria_2012/,54.0,3.3,14443,1641467.0
2379,"Angela Bassett, Paula Patton, Laz Alonso, Loretta Devine",3 wins &amp; 13 nominations.,37295394.0,USA,09 Aug 2011,Salim Akil,"[Comedy, Drama]",English,56.0,Two very different families converge on Martha's Vineyard one weekend for a wedding.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NjA3OTQ0OF5BMl5BanBnXkFtZTcwOTQ1NjA2NA@@._V1_SX300.jpg,Sony Pictures,PG-13,06 May 2011,True,112.0,Jumping the Broom,movie,http://jumpingthebroom-movie.com/,"Elizabeth Hunter (screenplay), Arlene Gibbs (screenplay), Elizabeth Hunter (story)",2011,58f85d9c0d39b85b38208493,Comedy,tt1640484,1640484,5.7,"8,066",94439,0.0964285714286,57119.0,Its heart is in the right place -- and so is its appealing cast -- but Jumping the Broom is ultimately too cliched and thinly written to recommend.,45,rotten,56.0,5.9,81,36,http://www.rottentomatoes.com/m/jumping_the_broom/,59.0,3.5,19524,37431431.0
2380,"Mathieu Amalric, Edouard Baer, Maria de Medeiros, Golshifteh Farahani",3 wins &amp; 8 nominations.,253705.0,"France, Germany, Belgium",26 Feb 2013,"Vincent Paronnaud, Marjane Satrapi","[Comedy, Drama]","French, English",69.0,"Since his beloved violin was broken, Nasser Ali Khan, one of the most renowned musicians of his day, has lost all taste for life. Finding no instrument worthy of replacing it, he decides to confine himself to bed to await death.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyOTI3MzU3Ml5BMl5BanBnXkFtZTcwMTIxNjMxOA@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,26 Oct 2011,True,93.0,Chicken with Plums,movie,http://sonyclassics.com/chickenwithplums/,"Marjane Satrapi, Vincent Paronnaud, Marjane Satrapi (comic book)",2011,58f85d9c0d39b85b38208494,Drama,tt1663321,1663321,7.1,"7,267",94815,-0.06,78206.0,"Whimsical and melancholy, Chicken with Plums is visually striking and dreamily compelling despite its occasional narrative missteps.",44,certified,73.0,6.8,60,16,http://www.rottentomatoes.com/m/chicken_with_plums/,71.0,3.6,2057,123845.75
2381,Mohamed Nasheed,3 wins &amp; 3 nominations.,75233.0,USA,13 Nov 2012,Jon Shenk,[Documentary],English,72.0,"After bringing democracy to his country, President Mohamed Nasheed of the Maldives, the lowest-lying country in the world, takes up the fight to keep his homeland from disappearing under the sea.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTEwMzgwMjI4OV5BMl5BanBnXkFtZTcwNDM0NzIzNw@@._V1_SX300.jpg,Samuel Goldwyn Films,PG,30 Mar 2012,True,101.0,The Island President,movie,http://theislandpresident.com/,,2011,58f85d9c0d39b85b38208496,Documentary,tt1990352,1990352,7.3,"1,019",94739,0.133333333333,86850.0,An eye-opening and appealing documentary about an earnest politician up against the closed door drama of climate change.,45,certified,98.0,7.2,46,1,http://www.rottentomatoes.com/m/the_island_president/,77.0,3.9,4323,237676.0
2382,"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman",Nominated for 1 Golden Globe. Another 10 wins &amp; 18 nominations.,5900000.0,USA,21 Aug 2012,Richard Linklater,"[Comedy, Crime, Drama]",English,75.0,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NDEwODU5M15BMl5BanBnXkFtZTcwNDMwNzc0Nw@@._V1_SX300.jpg,Millenium Entertainment,PG-13,22 Jun 2012,True,104.0,Bernie,movie,http://bernie-the-movie.com/,"Skip Hollandsworth (based on the article in Texas Monthly by), Richard Linklater (screenplay), Skip Hollandsworth (screenplay)",2011,58f85d9c0d39b85b38208495,Comedy|Crime|Drama,tt1704573,1704573,6.8,"46,470",94896,0.408333333333,92591.0,Richard Linklater's Bernie is a gently told and unexpectedly amusing true-crime comedy that benefits from an impressive performance by Jack Black.,134,certified,89.0,7.5,150,16,http://www.rottentomatoes.com/m/bernie_2011/,72.0,3.7,41240,5932587.33333
2383,"Michelle Williams, Seth Rogen, Luke Kirby, Sarah Silverman",3 wins &amp; 18 nominations.,1100000.0,"Canada, Spain, Japan",23 Oct 2012,Sarah Polley,"[Comedy, Drama]",English,68.0,A happily married woman falls for the artist who lives across the street.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzOTc1NTExNV5BMl5BanBnXkFtZTcwOTg5MTY2Nw@@._V1_SX300.jpg,Magnolia Pictures,R,06 Jul 2012,True,116.0,Take This Waltz,movie,http://www.facebook.com/TakeThisWaltz,Sarah Polley,2011,58f85d9c0d39b85b38208497,Drama|Romance,tt1592281,1592281,6.6,"22,895",94931,0.468452380952,86555.0,"Featuring excellent work from an outstanding cast, the bittersweet drama Waltz proves that in the right hands, a familiar tale can still ring true.",102,certified,77.0,7.0,132,30,http://www.rottentomatoes.com/m/take_this_waltz/,57.0,3.3,16363,1110220.5
2384,"Sam Worthington, Jeffrey Dean Morgan, Jessica Chastain, Chloë Grace Moretz",4 wins &amp; 3 nominations.,45282.0,USA,31 Jan 2012,Ami Canaan Mann,"[Crime, Drama, History]",English,49.0,"In the Texas bayous, a local homicide detective teams up with a cop from New York City to investigate a series of unsolved murders.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxMDQzNjkwMF5BMl5BanBnXkFtZTcwMDM0MzU0Ng@@._V1_SX300.jpg,Anchor Bay Entertainment,R,14 Oct 2011,True,105.0,Texas Killing Fields,movie,http://www.texaskillingfields.com/,Don Ferrarone,2011,58f85d9c0d39b85b38208498,Crime|Drama|Thriller,tt1389127,1389127,5.7,"14,924",94967,0.3,72477.0,"Texas Killing Fields is a competent boilerplate crime thriller, brewing up characters and plots used in better films.",15,rotten,34.0,5.0,44,29,http://www.rottentomatoes.com/m/texas_killing_fields/,27.0,2.8,4951,85222.0
2385,"Aran Bell, Rebecca Houseknecht, Joan Sebastian Zamora, Miko Fogarty",4 wins &amp; 8 nominations.,894471.0,USA,30 Oct 2012,Bess Kargman,[Documentary],English,72.0,,https://images-na.ssl-images-amazon.com/images/M/MV5BNDcxMzYyNzI2Ml5BMl5BanBnXkFtZTcwNjAzODg2Nw@@._V1_SX300.jpg,Sundance Selects,NOT RATED,10 Aug 2012,True,95.0,First Position,movie,http://www.balletdocumentary.com/,,2011,58f85d9c0d39b85b38208499,Documentary,tt2008513,2008513,7.6,"2,872",95218,-0.0138888888889,89874.0,"An upbeat and visually dramatic documentary of children's ballet, First Position displays the potential of the human spirit when fostered at a young age.",66,certified,93.0,7.3,71,5,http://www.rottentomatoes.com/m/first_position_2011/,84.0,4.1,11502,900000.0
2386,"Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church",9 wins &amp; 20 nominations.,1800000.0,USA,21 Dec 2012,William Friedkin,"[Crime, Drama, Thriller]",English,62.0,"When a debt puts a young man's life in danger, he turns to putting a hit out on his evil mother in order to collect the insurance.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NDQ4OTgxNV5BMl5BanBnXkFtZTcwMzc1NTM1Ng@@._V1_SX300.jpg,Independent Pictures,R,29 Jun 2012,True,102.0,Killer Joe,movie,http://www.killerjoethemovie.com/,"Tracy Letts (screenplay), Tracy Letts (play)",2011,58f85d9c0d39b85b3820849a,Crime|Thriller,tt1726669,1726669,6.7,"60,287",95761,0.106666666667,73567.0,"Violent, darkly comic, and full of strong performances, Killer Joe proves William Friedkin hasn't lost his touch, even if the plot may be too lurid for some.",126,certified,78.0,6.9,161,35,http://www.rottentomatoes.com/m/killer_joe/,61.0,3.4,79845,1818622.0
2387,"Jason Sudeikis, Leslie Bibb, Lake Bell, Michelle Borth",,117564.0,USA,27 Dec 2011,"Alex Gregory, Peter Huyck","[Comedy, Romance]",English,44.0,A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQwNzAxNjA1MF5BMl5BanBnXkFtZTcwNjI2MzcxNQ@@._V1_SX300.jpg,Samuel Goldwyn Films,R,27 Oct 2011,True,95.0,A Good Old Fashioned Orgy,movie,http://www.facebook.com/agofo,"Alex Gregory, Peter Huyck",2011,58f85d9c0d39b85b3820849b,Comedy,tt1231586,1231586,6.2,"18,428",97232,0.178571428571,69778.0,"Its titillating title promises ribald laughs, but the lazily written, indifferently acted, and only sporadically funny A Good Old Fashioned Orgy fails to consummate.",22,rotten,33.0,4.4,66,44,http://www.rottentomatoes.com/m/a-good-old-fashioned-orgy/,41.0,3.0,8590,166467.0
2388,"Jennifer Garner, Ty Burrell, Garrett Schenck, Kristen Schaal",,70931.0,USA,04 Dec 2012,Jim Field Smith,[Comedy],English,40.0,"In Iowa, an adopted girl discovers her talent for butter carving and finds herself pitted against an ambitious local woman in their town's annual contest.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMjY1NzI4M15BMl5BanBnXkFtZTcwNTg4MTMzOA@@._V1_SX300.jpg,Weinstein Company,R,18 Oct 2012,True,90.0,Butter,movie,http://www.facebook.com/ButterMovie,Jason A. Micallef,2011,58f85d9c0d39b85b3820849d,Comedy,tt1349451,1349451,6.2,"17,096",97311,0.241071428571,79697.0,"Despite its talented cast and a few funny moments, Butter's satirical aims are largely undone by a lack of subtlety and air of smugness.",21,rotten,33.0,4.5,64,43,http://www.rottentomatoes.com/m/butter_2011/,44.0,3.1,9876,123845.75
2389,"Melisa Young, Jordan Gelber, Selma Blair, Mia Farrow",3 nominations.,166228.0,USA,13 Nov 2012,Todd Solondz,"[Comedy, Drama]",English,66.0,Romance blooms between two thirty-somethings in arrested development: an avid toy collector who is the dark horse of his family and a depressed woman on the rebound.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMzUxNDM5Ml5BMl5BanBnXkFtZTcwMTM3ODYyNg@@._V1_SX300.jpg,Vitagraph Films,NOT RATED,29 Jun 2012,True,86.0,Dark Horse,movie,http://www.darkhorsemovie.com/,"Todd Solondz, Harold Manning (french adaptation)",2011,58f85d9c0d39b85b3820849c,Drama,tt1690455,1690455,5.9,"4,522",96407,-0.104166666667,83384.0,"Typically misanthropic yet curiously satisfying and incisive, Dark Horse is a movie that preaches to the cynical converted.",52,certified,71.0,6.3,73,21,http://www.rottentomatoes.com/m/dark_horse_2011/,40.0,3.0,3436,100519.0
2390,"Hayden Panettiere, Glenn Close, Patrick Warburton, Joan Cusack",1 win &amp; 1 nomination.,10134754.0,USA,16 Aug 2011,Mike Disa,"[Animation, Action, Comedy]",English,20.0,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0OTk4ODA3OV5BMl5BanBnXkFtZTcwMDUxMTU2NA@@._V1_SX300.jpg,The Weinstein Co.,PG,29 Apr 2011,True,86.0,Hoodwinked Too! Hood vs. Evil,movie,http://www.hoodwinkedtoomovie.com/,"Cory Edwards (story), Todd Edwards (story), Tony Leech (story), Cory Edwards (screenplay), Todd Edwards (screenplay), Tony Leech (screenplay), Mike Disa (screenplay), Michael Ludy (punch-up/sketches)",2011,58f85d9c0d39b85b3820849e,Animation|Comedy,tt0844993,844993,4.8,"9,820",97462,0.2546875,57089.0,"It may add 3D to the original, but Hoodwinked Too! is missing the first installment's wit and refreshingly low-budget charm.",7,rotten,11.0,3.5,63,56,http://www.rottentomatoes.com/m/hoodwinked_too_hood_vs_evil/,35.0,2.8,35756,10127352.0
2391,"Morgan Freeman, Birute Galdikas, Daphne Sheldrick",2 wins.,25057256.0,USA,17 Apr 2012,David Lickley,"[Documentary, Short, Adventure]",English,66.0,This heartwarming film documents orphaned orangutans and elephants and the extraordinary people who rescue and raise them-saving endangered species one life at a time.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NTE5MTcyOF5BMl5BanBnXkFtZTcwNjA1NzExNA@@._V1_SX300.jpg,Warner Bros./IMAX,G,08 Apr 2011,True,40.0,Born to Be Wild,movie,http://www.imax.com/borntobewild,Drew Fellman,2011,58f85d9c0d39b85b382084a1,Documentary|IMAX,tt1680059,1680059,7.6,"2,559",99441,0.36,50081.0,The human story of Born To Be Wild is captivating and the accompanying nature footage is utterly cute and charming.,48,certified,98.0,7.6,49,1,http://www.rottentomatoes.com/m/born_to_be_wild_2011/,84.0,4.1,11164,195261.285714
2392,"Kyle MacLachlan, Catherine Keener, Joseph Dunn, Ann Osmond",1 win.,539896.0,USA,01 Oct 2012,Bruce Beresford,"[Comedy, Drama, Music]",English,45.0,An uptight NYC lawyer takes her two teenagers to her hippie mother's farmhouse upstate for a family vacation.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1ODAxMzYyNF5BMl5BanBnXkFtZTcwMjQ1MDM3Nw@@._V1_SX300.jpg,IFC Films,R,16 Aug 2012,True,96.0,"Peace, Love, &amp; Misunderstanding",movie,http://www.ifcfilms.com/films/peace-love-misunderstanding,"Christina Mengert, Joseph Muszynski",2011,58f85d9c0d39b85b382084a0,Drama|Romance,tt1649780,1649780,5.9,"6,154",98570,0.306666666667,98545.0,"Peace, Love, &amp; Misunderstanding produces many unintentional laughs with its absurdly contrived plot and cheery insistence that everything is just super.",19,rotten,28.0,4.6,68,49,http://www.rottentomatoes.com/m/peace_love_and_misunderstanding/,39.0,3.0,7551,549110.2
2393,"Channing Tatum, Jenna Dewan Tatum, Justin Long, Max Minghella",,201146.0,USA,18 Dec 2012,Jamie Linden,"[Comedy, Drama, Romance]",English,61.0,"The night before their high school reunion, a group of friends realize they still haven't quite grown up in some ways.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTY3NTY3ODAzOF5BMl5BanBnXkFtZTcwMTI4MDQyOA@@._V1_SX300.jpg,Anchor Bay Entertainment,PG-13,05 Oct 2012,True,100.0,10 Years,movie,http://10yearsmovie.tumblr.com/,Jamie Linden,2011,58f85d9c0d39b85b3820849f,Comedy|Drama|Romance,tt1715873,1715873,6.1,"18,825",98230,0.0775,58547.0,"A sweet ensemble comedy about a high school reunion, 10 Years is well cast but unfortunately predictable and short on three dimensional characters.",33,fresh,60.0,5.9,55,22,http://www.rottentomatoes.com/m/10_years/,40.0,3.0,11650,25220547.0
2394,"Jean Carlos Batista, John Leguizamo, Miguel Angel Sano",,44689.0,"USA, Dominican Republic",04 Sep 2012,"Ross Finkel, Trevor Martin, Jonathan Paley","[Documentary, Drama, Sport]","Spanish, English",75.0,Two top baseball prospects in the Dominican Republic face fierce competition and corruption as they chase their big league dreams.,http://ia.media-imdb.com/images/M/MV5BMTk4NjM5Mzg3N15BMl5BanBnXkFtZTcwNTA4NzY5Nw@@._V1_SX300.jpg,Strand Releasing,NOT RATED,13 Jul 2012,True,77.0,Ballplayer: Pelotero,movie,http://www.peloterothemovie.com/,,2011,58f85d9c0d39b85b382084a3,Documentary|Drama,tt1885335,1885335,7.2,426,100291,0.6,114562.0,"Gripping and surprisingly nuanced, Ballplayer: Pelotero is a frank exploration of the nature of corruption in baseball recruitment.",23,fresh,88.0,7.0,26,3,http://www.rottentomatoes.com/m/ballplayer_pelotero/,87.0,4.0,446,83775048.0
2395,"Justin Bieber, Boyz II Men, Miley Cyrus, Sean Kingston",2 wins &amp; 6 nominations.,73000942.0,USA,13 May 2011,Jon M. Chu,"[Documentary, Music]",English,52.0,Follows Justin Bieber with some footage of performances from his 2010 concert tour.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NDQzMjIzOF5BMl5BanBnXkFtZTcwNDk2NzczNA@@._V1_SX300.jpg,Paramount Pictures,G,11 Feb 2011,True,105.0,Justin Bieber: Never Say Never,movie,http://www.JustinBieberNeverSayNever.com,,2011,58f85d9c0d39b85b382084a4,Documentary,tt1702443,1702443,1.6,"74,417",121103,0.0,54518.0,"As a tour documentary, it's rather uninspired -- but as a 3D glimpse of a building pop culture phenomenon, Never Say Never is undeniably entertaining.",66,fresh,64.0,5.8,103,37,http://www.rottentomatoes.com/m/justin_bieber_never_say_never/,64.0,3.5,62129,101773.8125
2396,"Nia Peeples, Kel Mitchell, Dylan Vox, Theresa June-Tao",,83537651.0,USA,14 Jun 2011,Mark Atkins,"[Action, Sci-Fi]",English,,"In January 1942 US forces engaged an unidentified flying object above Los Angeles. Now almost 70 years later, the alien invaders have returned.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MDUyNTMyMF5BMl5BanBnXkFtZTcwOTc0NTkzNA@@._V1_SX300.jpg,Sony Pictures/Columbia Pictures,TV-14,01 Mar 2011,True,92.0,Battle of Los Angeles,movie,http://www.battlela.com/,Mark Atkins,2011,58f85d9c0d39b85b382084a2,Action|Sci-Fi,tt1758570,1758570,1.9,"4,391",100010,0.2,59197.0,"Overlong and overly burdened with war movie clichés, Battle: Los Angeles will entertain only the most ardent action junkies.",69,rotten,35.0,4.8,199,130,http://www.rottentomatoes.com/m/battle-los-angeles/,48.0,3.1,93373,72755517.0
2397,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Nominated for 1 Oscar. Another 34 wins &amp; 75 nominations.,623279547.0,USA,25 Sep 2012,Joss Whedon,"[Action, Sci-Fi]","English, Russian",69.0,Earth's mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous Loki and his alien army from enslaving humanity.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_SX300.jpg,Walt Disney Pictures,PG-13,04 May 2012,True,143.0,The Avengers,movie,http://marvel.com/avengers_movie,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)",2012,58f85d9c0d39b85b382084a5,Action|Adventure|Sci-Fi|IMAX,tt0848228,848228,8.1,"1,016,311",89745,0.2,24428.0,"Thanks to a script that emphasizes its heroes' humanity and a wealth of superpowered set pieces, The Avengers lives up to its hype and raises the bar for Marvel at the movies.",292,certified,92.0,8.0,318,26,http://www.rottentomatoes.com/m/marvels_the_avengers/,91.0,4.4,1128810,533316061.0
2398,"Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje",1 nomination.,9500000.0,USA,16 Jul 2013,Walter Hill,"[Action, Thriller]",English,48.0,"After watching their respective partners die, a New Orleans hitman and a Washington D.C. detective form an alliance in order to bring down their common enemy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NzUyMjk2NV5BMl5BanBnXkFtZTcwOTUxNDc5OA@@._V1_SX300.jpg,Warner Bros. Pictures,R,01 Feb 2013,True,92.0,Bullet to the Head,movie,http://bullettothehead.warnerbros.com/index.html,"Alessandro Camon (screenplay), Alexis Nolent (based on the graphic novel ""Du plomb dans la tête"" by), Colin Wilson (based on the graphic novel ""Du plomb dans la tête"" illustrated by)",2012,58f85d9c0d39b85b382084a6,Action|Crime|Film-Noir,tt1308729,1308729,5.7,"39,842",91483,0.1,70074.0,"Bullet to the Head's unapologetically trashy thrills evoke memories of its star and director's proud cinematic pasts -- but sadly, those memories are just about all it has to offer.",64,rotten,47.0,5.1,135,71,http://www.rottentomatoes.com/m/bullet_to_the_head/,39.0,3.0,27704,9422830.0
2399,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",3 wins &amp; 5 nominations.,85017401.0,USA,20 Nov 2012,Simon West,"[Action, Adventure, Thriller]",English,51.0,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzODkwNDQxNV5BMl5BanBnXkFtZTcwNTQ1ODAxOA@@._V1_SX300.jpg,Lionsgate,R,17 Aug 2012,True,103.0,The Expendables 2,movie,http://theexpendables2film.com/,"Richard Wenk (screenplay), Sylvester Stallone (screenplay), Ken Kaufman (story), David Agosto (story), Richard Wenk (story), Dave Callaham (characters)",2012,58f85d9c0d39b85b382084a7,Action|Adventure,tt1764651,1764651,6.7,"250,141",91485,0.0452380952381,76163.0,"Taut, violent, and suitably self-deprecating, The Expendables 2 gives classic action fans everything they can reasonably expect from a star-studded shoot-'em-up -- for better and for worse.",83,fresh,66.0,5.8,126,43,http://www.rottentomatoes.com/m/the_expendables_2/,67.0,3.7,314819,85184330.5
2400,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt",Nominated for 1 BAFTA Film Award. Another 38 wins &amp; 96 nominations.,448130642.0,"USA, UK",03 Dec 2012,Christopher Nolan,"[Action, Thriller]","English, Arabic",78.0,"Eight years after the Joker's reign of anarchy, the Dark Knight, with the help of the enigmatic Selina, is forced from his imposed exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,20 Jul 2012,True,164.0,The Dark Knight Rises,movie,http://www.thedarkknightrises.com/,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (characters)",2012,58f85d9c0d39b85b382084a9,Action|Adventure|Crime|IMAX,tt1345836,1345836,8.5,"1,171,737",91529,0.283333333333,49026.0,"The Dark Knight Rises is an ambitious, thoughtful, and potent action film that concludes Christopher Nolan's franchise in spectacular fashion.",290,certified,87.0,8.0,334,44,http://www.rottentomatoes.com/m/the_dark_knight_rises/,90.0,4.3,1207252,402076689.0
