,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews
1846,"Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",8 nominations.,13000000.0,USA,26 Jan 2010,Drew Barrymore,"[Drama, Sport]",English,68.0,"In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,02 Oct 2009,True,111.0,Whip It,movie,http://www.foxsearchlight.com/whipit/,"Shauna Cross (screenplay), Shauna Cross (novel)",2009,58f85d9c0d39b85b3820827e,Comedy|Drama,tt1172233,1172233,6.9,"56,303",71518,0.291666666667,22798.0,"While made from overly familiar ingredients, Drew Barrymore's directorial debut has enough charm, energy, and good-natured humor to transcend its many cliches.",151,certified,84.0,7.0,180,29,http://www.rottentomatoes.com/m/whip_it/,74.0,3.7,113752
1847,"Andy Garcia, Julianna Margulies, Steven Strait, Emily Mortimer",3 wins &amp; 4 nominations.,6670712.0,USA,24 Aug 2010,Raymond De Felitta,"[Comedy, Drama, Romance]",English,66.0,"The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the arrival of a young ex-con (Strait) brought ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MTY2Mjk0Nl5BMl5BanBnXkFtZTcwMDYxODkxMw@@._V1_SX300.jpg,Anchor Bay Entertainment,PG-13,30 Apr 2010,True,104.0,City Island,movie,http://www.cityislandmovie.com/,Raymond De Felitta,2009,58f85d9c0d39b85b3820827f,Comedy|Drama,tt1174730,1174730,7.4,"27,532",71466,0.55,28053.0,"Raymond De Felitta combines warmth, humanity, and a natural sense of humor, and is abetted by Andy Garcia and an excellent ensemble cast.",80,certified,81.0,6.8,99,19,http://www.rottentomatoes.com/m/city_island/,79.0,3.6,29843
1848,"Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K.",1 nomination.,18439082.0,USA,19 Jan 2010,"Ricky Gervais, Matthew Robinson","[Comedy, Fantasy, Romance]",English,58.0,"A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,02 Oct 2009,True,100.0,The Invention of Lying,movie,http://the-invention-of-lying.warnerbros.com/,"Ricky Gervais, Matthew Robinson",2009,58f85d9c0d39b85b38208280,Comedy,tt1058017,1058017,6.4,"95,706",71520,0.2125,23082.0,"It doesn't quite follow through on its promise, and relies too heavily on shopworn romantic comedy tropes, but The Invention of Lying is uncommonly sly and funny.",106,rotten,58.0,5.9,183,77,http://www.rottentomatoes.com/m/invention_of_lying/,39.0,2.5,667008
1849,"Donald Faison, Mike Epps, Wood Harris, Omari Hardwick",,10017041.0,USA,15 Sep 2009,Benny Boom,"[Action, Comedy, Crime]","English, French",46.0,"Two inept criminals are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of events that changes ten people's lives forever.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3MzE4Mjg0MDZeQTJeQWpwZ15BbWU3MDYzNDMzNDI@._V1_SX300.jpg,Summit Entertainment,R,08 May 2009,True,84.0,Next Day Air,movie,http://www.nextdayair-movie.com/,Blair Cobbs,2009,58f85d9c0d39b85b38208281,Action|Comedy|Crime,tt1097013,1097013,5.8,"8,338",71533,-0.25,18065.0,"Rife with half-baked jokes and excessive violence, Next Day Air is an uninspired stoner comedy.",14,rotten,21.0,4.0,66,52,http://www.rottentomatoes.com/m/next_day_air/,31.0,2.5,167352
1850,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",,38542418.0,USA,26 Jan 2010,Jonathan Mostow,"[Action, Sci-Fi, Thriller]",English,45.0,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_SX300.jpg,Touchstone Pictures,PG-13,25 Sep 2009,True,89.0,Surrogates,movie,http://chooseyoursurrogate.com/,"Michael Ferris (screenplay), John Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)",2009,58f85d9c0d39b85b38208282,Action|Sci-Fi|Thriller,tt0986263,986263,6.3,"152,641",71530,-0.175,19959.0,"Though it sports a slick look and feel, Surrogates fails to capitalize on a promising premise, relying instead on mindless action and a poor script.",43,rotten,39.0,5.4,111,68,http://www.rottentomatoes.com/m/10009598-surrogates/,38.0,3.1,294934
1851,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin",9 wins &amp; 26 nominations.,75590286.0,USA,02 Feb 2010,Ruben Fleischer,"[Adventure, Comedy, Horror]",English,73.0,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,R,02 Oct 2009,True,88.0,Zombieland,movie,http://www.zombieland.com/,"Rhett Reese, Paul Wernick",2009,58f85d9c0d39b85b38208283,Action|Comedy|Horror,tt1156398,1156398,7.7,"392,722",71535,0.05,19908.0,"Wickedly funny and featuring plenty of gore, Zombieland is proof that the zombie subgenre is far from dead.",212,certified,89.0,7.4,237,25,http://www.rottentomatoes.com/m/zombieland/,86.0,3.5,640948
1852,"Kay Panabaker, Walter Perez, Naturi Naughton, Asher Monroe",1 nomination.,22429956.0,USA,12 Jan 2010,Kevin Tancharoen,"[Comedy, Drama, Musical]",English,39.0,"An updated version of the musical Fame (1980), which centered on the students of the New York Academy of Performing Arts.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NjE1NjY0OF5BMl5BanBnXkFtZTcwMDQ3ODg3Mg@@._V1_SX300.jpg,MGM,PG,25 Sep 2009,True,107.0,Fame,movie,http://www.generationfame.com,"Allison Burnett (screenplay), Christopher Gore",2009,58f85d9c0d39b85b38208284,Comedy|Drama|Musical|Romance,tt1016075,1016075,5.0,"14,213",71537,0.002,28665.0,"Fame is ultimately undone by its choppy editing, its incomplete characterizations, and its apparent desire to appeal to the High School Musical generation.",29,rotten,25.0,4.4,118,89,http://www.rottentomatoes.com/m/10011235-fame/,36.0,3.0,194983
1853,"Teri Andrez, Adam Barrie, Megan Wolfley, Robert Belushi",2 nominations.,11915856.0,USA,23 Feb 2010,Stewart Hendler,"[Horror, Mystery]",English,24.0,"A group of sorority sisters try to cover up the death of their house-sister after a prank gone wrong, only to be stalked by a serial killer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTQ4ODc4M15BMl5BanBnXkFtZTcwMzI1NjE4Mg@@._V1_SX300.jpg,Summit Entertainment,R,11 Sep 2009,True,101.0,Sorority Row,movie,http://thetapi-ordie.com/,"Josh Stolberg (screenplay), Pete Goldfinger (screenplay), Mark Rosman (screenplay)",2009,58f85d9c0d39b85b38208285,Horror|Thriller,tt1232783,1232783,5.1,"24,346",71571,0.121590909091,26688.0,"Though it's slick and stylish, Sorority Row offers nothing new to the slasher genre and misses the mark both in its attempts at humor and thrills.",17,rotten,22.0,4.0,77,60,http://www.rottentomatoes.com/m/sorority_row/,31.0,2.3,525244
1854,"Thakoon Panichgul, André Leon Talley, Grace Coddington, Anna Wintour",2 wins &amp; 5 nominations.,3670036.0,USA,23 Feb 2010,R.J. Cutler,[Documentary],English,69.0,A documentary chronicling Vogue editor-in-chief Anna Wintour's preparations for the 2007 fall-fashion issue.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NzI0MjU5OV5BMl5BanBnXkFtZTcwNTM0NjU1Mg@@._V1_SX300.jpg,Roadside Attractions,PG-13,25 Sep 2009,True,90.0,The September Issue,movie,http://www.theseptemberissue.com/,,2009,58f85d9c0d39b85b38208286,Documentary,tt1331025,1331025,7.0,"6,173",71542,0.5,23044.0,This doc about the making of Vogue's biggest issue and its frosty editor-in-chief is fascinating eye candy and light-on-its-feet fun.,92,certified,83.0,7.0,111,19,http://www.rottentomatoes.com/m/september_issue/,71.0,3.5,49555
1855,"Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short",,10300000.0,"USA, Canada, France, Turkey",19 Jan 2010,Dominic Sena,"[Action, Crime, Mystery]","English, Russian",,"U.S. Marshal Carrie Stetko tracks a killer in Antarctica, as the sun is about to set for six months.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_SX300.jpg,Warner Bros. Pictures,R,11 Sep 2009,True,101.0,Whiteout,movie,http://whiteoutmovie.warnerbros.com/,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Chad Hayes (screenplay), Carey Hayes (screenplay), Greg Rucka (graphic novel), Steve Lieber (graphic novel)",2009,58f85d9c0d39b85b38208287,Action|Crime|Drama|Mystery|Thriller,tt0365929,365929,5.5,"32,308",71573,0.1,22787.0,"Kate Beckinsale is as lovely as ever, and does her best with the material, but moribund pacing and an uninspired plot leave Whiteout in the cold.",8,rotten,7.0,3.5,111,103,http://www.rottentomatoes.com/m/10008655-whiteout/,21.0,2.3,538834
1856,"Carey Mulligan, Olivia Williams, Alfred Molina, Cara Seymour",Nominated for 3 Oscars. Another 35 wins &amp; 89 nominations.,12512069.0,"UK, USA",30 Mar 2010,Lone Scherfig,[Drama],"English, French",85.0,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX300.jpg,Sony Classics,PG-13,05 Feb 2010,True,100.0,An Education,movie,http://www.sonyclassics.com/aneducation/,"Lynn Barber (memoir), Nick Hornby (screenplay)",2009,58f85d9c0d39b85b38208288,Drama|Romance,tt1174732,1174732,7.3,"113,224",71579,0.233333333333,24684.0,"Though the latter part of the film may not appeal to all, An Education is a charming coming-of-age tale powered by the strength of relative newcomer Carey Mulligan's standout performance.",170,certified,94.0,7.9,180,10,http://www.rottentomatoes.com/m/an_education/,80.0,3.8,54435
1857,"Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola, Marie Gillain",Nominated for 1 Oscar. Another 5 wins &amp; 19 nominations.,5997682.0,"France, Belgium",16 Feb 2010,Anne Fontaine,"[Biography, Drama]","French, English",65.0,The story of Coco Chanel's rise from obscure beginnings to the heights of the fashion world.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjYzMzQxNzBeQTJeQWpwZ15BbWU3MDI2MDA0ODI@._V1_SX300.jpg,Sony Pictures Classics,PG-13,06 Nov 2009,True,105.0,Coco Before Chanel,movie,http://www.sonyclassics.com/cocobeforechanel,"Edmonde Charles-Roux (book), Anne Fontaine, Camille Fontaine",2009,58f85d9c0d39b85b38208289,Drama,tt1035736,1035736,6.7,"32,228",71619,0.344444444444,11156.0,"Though it doesn't quite capture the complexity of its subject's life, Coco Avant Chanel remains a fascinating, appropriately lovely tribute.",81,fresh,63.0,6.0,129,48,http://www.rottentomatoes.com/m/coco_before_chanel/,57.0,3.4,40049
1858,"Vince Vaughn, Jason Bateman, Faizon Love, Jon Favreau",1 win &amp; 4 nominations.,109176215.0,USA,09 Feb 2010,Peter Billingsley,[Comedy],"English, Ukrainian",23.0,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_SX300.jpg,Universal Pictures,PG-13,09 Oct 2009,True,113.0,Couples Retreat,movie,http://www.couplesretreatmovie.com/,"Jon Favreau, Vince Vaughn, Dana Fox",2009,58f85d9c0d39b85b3820828a,Comedy|Romance,tt1078940,1078940,5.5,"84,195",71668,0.716666666667,19899.0,"Despite a talented cast and some reliably pleasant interplay between Jon Favreau and Vince Vaughn, Couples Retreat leaves viewers stranded in an arid, mirthless comedy.",17,rotten,11.0,3.6,158,141,http://www.rottentomatoes.com/m/couples_retreat/,39.0,3.1,293510
1859,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong",2 wins &amp; 3 nominations.,33806061.0,USA,22 Dec 2009,Phil Traill,"[Adventure, Comedy, Romance]","English, Spanish",17.0,"Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_SX300.jpg,20th Century Fox,PG-13,04 Sep 2009,True,99.0,All About Steve,movie,http://www.allaboutstevemovie.com/,Kim Barker,2009,58f85d9c0d39b85b3820828b,Comedy,tt0881891,881891,4.8,"33,558",71670,-0.141666666667,23706.0,"All About Steve is an oddly creepy, sour film, featuring a heroine so desperate and peculiar that audiences may be more likely to pity than root for her.",9,rotten,7.0,2.6,135,126,http://www.rottentomatoes.com/m/all_about_steve/,30.0,2.8,465569
1860,"Max Records, Pepita Emmerichs, Max Pfeifer, Madeleine Greaves",Nominated for 1 Golden Globe. Another 7 wins &amp; 48 nominations.,77222184.0,"Germany, Australia, USA",02 Mar 2010,Spike Jonze,"[Adventure, Drama, Family]",English,71.0,"Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ1NzAwODEwM15BMl5BanBnXkFtZTcwNTE4MjI4Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG,16 Oct 2009,True,101.0,Where the Wild Things Are,movie,http://www.wherethewildthingsare.com/,"Spike Jonze (screenplay), Dave Eggers (screenplay), Maurice Sendak (book)",2009,58f85d9c0d39b85b3820828c,Adventure|Children|Drama|Fantasy|IMAX,tt0386117,386117,6.8,"88,736",71745,0.216666666667,16523.0,"Some may find its dark tone and slender narrative off-putting, but Spike Jonze's heartfelt adaptation of the classic children's book is as beautiful as it is uncompromising.",184,fresh,73.0,6.9,253,69,http://www.rottentomatoes.com/m/where_the_wild_things_are/,56.0,3.3,298385
1861,"Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon",1 win &amp; 1 nomination.,20875468.0,"USA, United Arab Emirates",24 Nov 2009,Robert Rodriguez,"[Comedy, Family, Fantasy]",English,53.0,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MDUyMzk1Ml5BMl5BanBnXkFtZTcwMjczMDU2Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG,21 Aug 2009,True,89.0,Shorts,movie,http://shortsmovie.warnerbros.com/,"Robert Rodriguez, Álvaro Rodríguez (additional material)",2009,58f85d9c0d39b85b3820828d,Children,tt1100119,1100119,4.9,"5,402",71821,0.266666666667,25132.0,"Shorts has imagination and energy, but most viewers beyond elementary school will likely tire of the kiddie humor and sensory overload.",45,rotten,45.0,5.3,100,55,http://www.rottentomatoes.com/m/shorts_the_adventures_of_the_wishing_rock/,32.0,2.8,183526
1862,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",3 wins &amp; 5 nominations.,73343413.0,USA,16 Feb 2010,F. Gary Gray,"[Crime, Drama, Thriller]",English,34.0,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyODY1NTg1N15BMl5BanBnXkFtZTcwMTUyODI4Mg@@._V1_SX300.jpg,Overture Films,R,16 Oct 2009,True,109.0,Law Abiding Citizen,movie,http://www.lawabidingcitizenfilm.com/,Kurt Wimmer,2009,58f85d9c0d39b85b3820828e,Drama|Thriller,tt1197624,1197624,7.4,"221,261",71838,-0.433333333333,22803.0,"Unnecessarily violent and unflinchingly absurd, Law Abiding Citizen is plagued by subpar acting and a story that defies reason.",39,rotten,25.0,4.3,156,117,http://www.rottentomatoes.com/m/law_abiding_citizen/,75.0,4.0,516684
1863,"Hilary Swank, Richard Gere, Ewan McGregor, Christopher Eccleston",3 wins &amp; 4 nominations.,14195118.0,"USA, Canada",02 Feb 2010,Mira Nair,"[Adventure, Biography, Drama]",English,37.0,"A look at the life of legendary American pilot Amelia Earhart, who disappeared while flying over the Pacific Ocean in 1937 in an attempt to make a flight around the world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NTI3MjA4M15BMl5BanBnXkFtZTcwMTM3Mzc3Mg@@._V1_SX300.jpg,Fox Searchlight Pictures,PG,23 Oct 2009,True,111.0,Amelia,movie,http://www.foxsearchlight.com/amelia/,"Ronald Bass, Anna Hamilton Phelan, Susan Butler (book), Mary S. Lovell (book)",2009,58f85d9c0d39b85b3820828f,Drama,tt1129445,1129445,5.8,"10,141",71876,-0.0855586080586,8915.0,"Amelia takes the compelling raw materials of its subject's life and does little with them, conventionally ticking off Earhart's accomplishments without exploring the soul of the woman.",32,rotten,20.0,4.4,157,125,http://www.rottentomatoes.com/m/amelia_2009/,31.0,2.8,99353
1864,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard",2 nominations.,29062561.0,USA,09 Feb 2010,Nelson McCormick,"[Crime, Thriller]","English, German",33.0,"Michael returns home from military school to find his mother happily in love and living with her new boyfriend. As the two men get to know each other, he becomes more and more suspicious of the man who is always there with a helpful hand.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODU5OTUwMl5BMl5BanBnXkFtZTcwOTczNDU2Mg@@._V1_SX300.jpg,Screen Gems,PG-13,16 Oct 2009,True,101.0,The Stepfather,movie,http://www.welcometothefamily.com/,"J.S. Cardone (screenplay), Donald E. Westlake (earlier screenplay), Carolyn Lefcourt (story), Brian Garfield (story), Donald E. Westlake (story)",2009,58f85d9c0d39b85b38208290,Horror|Thriller,tt0814335,814335,5.6,"23,820",71878,0.270833333333,19904.0,This tepid remake of the 1987 cult classic lacks the tension and satirical undercurrents of the original.,7,rotten,11.0,3.4,61,54,http://www.rottentomatoes.com/m/10010668-stepfather/,34.0,2.6,982178
1865,"Ashton Kutcher, Anne Heche, Margarita Levieva, Sebastian Stan",,122948.0,USA,10 Nov 2009,David Mackenzie,"[Comedy, Drama, Romance]",English,43.0,A sex comedy centered on a serial womanizer and his jilted lover.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzY5NjMzNzUwN15BMl5BanBnXkFtZTcwNTQ1ODY2Mg@@._V1_SX300.jpg,Anchor Bay,R,08 Jul 2009,True,97.0,Spread,movie,http://www.spread-themovie.com/,"Jason Hall (screenplay), Jason Hall (story), Paul Kolsby (story)",2009,58f85d9c0d39b85b38208291,Drama|Romance,tt1186370,1186370,5.9,"32,898",71902,0.0025,19918.0,"Despite occasional detours into surprisingly dark territory, Spread overall is an ineffectual celebration of vacuous Los Angeles high life rather than a deconstruction of it.",13,rotten,21.0,4.1,61,48,http://www.rottentomatoes.com/m/spread/,28.0,2.7,23160
1866,"Clive Owen, Emma Booth, Laura Fraser, George MacKay",6 nominations.,783013.0,"Australia, UK",26 Jan 2010,Scott Hicks,[Drama],English,57.0,A sports writer becomes a single parent in tragic circumstances.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMTQ1MjczOV5BMl5BanBnXkFtZTcwMDg5MTI4Mg@@._V1_SX300.jpg,Miramax Films,PG-13,12 Nov 2009,True,104.0,The Boys Are Back,movie,http://www.boysarebackmovie.com/,"Simon Carr (novel), Allan Cubitt (adaptation)",2009,58f85d9c0d39b85b38208292,Comedy|Drama,tt0926380,926380,6.8,"8,907",71926,0.208333333333,23512.0,Great performances by Clive Owen and The Boys save this melodrama from entering into the sappy territory it might have in less competent hands.,85,fresh,71.0,6.3,119,34,http://www.rottentomatoes.com/m/1208165-boys_are_back/,61.0,3.3,21887
1867,"Patricia Clarkson, Alexander Siddig, Elena Anaya, Amina Annabi",2 wins &amp; 2 nominations.,1500000.0,"Canada, Ireland, Egypt",30 Nov 2010,Ruba Nadda,"[Drama, Romance]","English, Arabic",67.0,"A romantic drama about a brief, unexpected love affair that catches two people completely off-guard.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzEwODMxNjIwNl5BMl5BanBnXkFtZTcwMjc0MjI3Mw@@._V1_SX300.jpg,IFC Films,PG,16 Oct 2009,True,90.0,Cairo Time,movie,http://www.cairotime.ca/,Ruba Nadda,2009,58f85d9c0d39b85b38208293,Drama|Romance,tt0896529,896529,6.7,"5,268",71928,0.105,31189.0,"Though potentially too slowly paced for some, Cairo Time lingers long after the closing credits, largely due to a wonderful performance by Patricia Clarkson.",62,certified,81.0,6.8,77,15,http://www.rottentomatoes.com/m/cairo_time/,62.0,3.3,4787
1868,"Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell",2 nominations.,27669413.0,"Canada, USA, UK, Australia",26 Jan 2010,Kevin Greutert,"[Horror, Mystery]",English,30.0,"Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by jigsaw.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MzkzNTYyMl5BMl5BanBnXkFtZTcwOTg4MjE5Ng@@._V1_SX300.jpg,Lionsgate,R,23 Oct 2009,True,90.0,Saw VI,movie,http://saw6film.com/,"Patrick Melton (screenplay), Marcus Dunstan (screenplay)",2009,58f85d9c0d39b85b38208294,Crime|Horror|Mystery|Thriller,tt1233227,1233227,6.0,"78,039",72129,0.445454545455,22804.0,"It won't earn the franchise many new fans, but Saw VI is a surprising step up for what has become an intricately grisly annual tradition.",25,rotten,36.0,4.2,69,44,http://www.rottentomatoes.com/m/saw_VI/,55.0,3.3,793018
1869,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",Nominated for 6 Oscars. Another 76 wins &amp; 152 nominations.,83775048.0,USA,09 Mar 2010,Jason Reitman,"[Drama, Romance]",English,83.0,"With a job traveling around the country firing people, Ryan Bingham enjoys his life living out of a suitcase, but finds that lifestyle threatened by the presence of a new hire and a potential love interest.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg,Paramount Pictures,R,23 Dec 2009,True,109.0,Up in the Air,movie,http://www.TheUpInTheAirMovie.com/,"Walter Kirn (novel), Jason Reitman (screenplay), Sheldon Turner (screenplay)",2009,58f85d9c0d39b85b38208295,Drama|Romance,tt1193138,1193138,7.4,"273,712",72011,0.238095238095,22947.0,"Led by charismatic performances by its three leads, director Jason Reitman delivers a smart blend of humor and emotion with just enough edge for mainstream audiences.",244,certified,91.0,8.1,269,25,http://www.rottentomatoes.com/m/up_in_the_air_2009/,79.0,3.7,227572
1870,"Michael Jackson, Alex Al, Alexandra Apjarova, Nick Bass",7 wins &amp; 9 nominations.,71844424.0,USA,26 Jan 2010,Kenny Ortega,"[Documentary, Music]",English,67.0,"A compilation of interviews, rehearsals and backstage footage of Michael Jackson as he prepared for his series of sold-out shows in London.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3Njc5NjQ4MV5BMl5BanBnXkFtZTcwNTQ4NTI4Mg@@._V1_SX300.jpg,Sony Pictures/Columbia Pictures,PG,28 Oct 2009,True,111.0,This Is It,movie,http://www.sonypictures.com/movies/michaeljacksonthisisit/,,2009,58f85d9c0d39b85b38208296,Documentary|Musical|IMAX,tt1477715,1477715,7.3,"33,506",72131,0.221590909091,13576.0,"While it may not be the definitive concert film (or the insightful backstage look) some will hope for, Michael Jackson's This Is It packs more than enough entertainment value to live up to its ambitious title.",145,certified,81.0,7.1,179,34,http://www.rottentomatoes.com/m/michael_jackson_this_is_it/,82.0,4.0,221511
1871,"Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.",,10150172.0,USA,09 Mar 2010,Troy Duffy,"[Action, Crime, Thriller]","English, Italian, Spanish",24.0,"The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MDMxNzM2M15BMl5BanBnXkFtZTcwNjk5MzU5Mg@@._V1_SX300.jpg,Apparition,R,11 Dec 2009,True,118.0,The Boondock Saints II: All Saints Day,movie,http://www.sonypictures.com/movies/boondocksaints2/,"Troy Duffy (screenplay), Troy Duffy (story), Taylor Duffy (story)",2009,58f85d9c0d39b85b38208297,Action|Crime|Drama|Thriller,tt1300851,1300851,6.3,"53,787",72167,-0.125,22821.0,"This sequel to the cult favorite The Boondock Saints is more of the same -- unoriginal, absurd, violent, over-the-top, and occasionally mean-spirited.",10,rotten,23.0,4.1,44,34,http://www.rottentomatoes.com/m/boondock_saints_ii_all_saints_day/,58.0,3.5,111326
1872,"Tanya Crumel, Kevin Kirk, Jason Griggers, Maya Angelou",5 wins &amp; 8 nominations.,4061847.0,USA,16 Feb 2010,Jeff Stilson,"[Documentary, Comedy]",English,72.0,Chris Rock explores the wonders of African-American hairstyles.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0Mjk3OTgwNl5BMl5BanBnXkFtZTcwMTgwOTg3Mg@@._V1_SX300.jpg,Roadside Attractions,PG-13,23 Oct 2009,True,96.0,Good Hair,movie,http://www.goodhairmovie.net/site/,"Lance Crouther, Paul Marchand (ghostwriter), Chris Rock, Chuck Sklar, Jeff Stilson",2009,58f85d9c0d39b85b38208298,Comedy|Documentary,tt1213585,1213585,6.9,"4,812",72169,0.03,22800.0,"Funny, informative, and occasionally sad, Good Hair is a provocative look at the complex relationship between African Americans and their hair.",77,certified,95.0,7.3,81,4,http://www.rottentomatoes.com/m/good_hair/,69.0,3.5,49185
1873,"John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson",1 win.,13838130.0,USA,23 Feb 2010,Paul Weitz,"[Action, Adventure, Fantasy]",English,43.0,"Teenager, Darren Shan, meets a mysterious man at a freak show who turns out to be a Vampire. After a series of events Darren must leave his normal life and go on the road with the Cirque Du Freak and become a Vampire.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NDA1MTMwNl5BMl5BanBnXkFtZTcwNTg0MDE4Mg@@._V1_SX300.jpg,Universal Pictures,PG-13,23 Oct 2009,True,109.0,Cirque du Freak: The Vampire's Assistant,movie,http://www.thevampiresassistant.net,"Paul Weitz (screenplay), Brian Helgeland (screenplay), Darren Shan (series of books)",2009,58f85d9c0d39b85b38208299,Action|Adventure|Comedy|Fantasy|Horror|Thriller,tt0450405,450405,5.9,"36,524",72165,-0.5,24418.0,"This overstuffed, scattershot vampire flick suffers from poor characterization and an unwieldy mix of scares and chuckles.",51,rotten,38.0,4.9,135,84,http://www.rottentomatoes.com/m/vampires_assistant/,42.0,2.7,494946
